id,name,url,contact,description,geoextent,geocoverage_dirty,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,environmental_domain,environmental_field,category,social_uptake,policy_uptake,policy_uptake_explanation,policy_relevance,sdg1,sdg2,sdg3,sdg4,sdg5,sdg6,sdg7,sdg8,sdg9,sdg10,sdg11,sdg12,sdg13,sdg14,sdg15,sdg16,sdg17
140,ENABLE.EU,http://www.enable-eu.com,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Enabling the Energy Union through understanding the drivers of individual and collective energy choices in Europe,Macro-regional,"Italy, France, Bulgaria, Norway, Spain, United Kingdom, Hungary, Serbia, Germany, Ukraine, Poland","Italy, France, Bulgaria, Norway, Spain, United Kingdom of Great Britain and Northern Ireland (the), Hungary, Serbia, Germany, Ukraine, Poland",Istituto di Studi per l'Integrazione dei Sistemi (I.S.I.S),Academic,2016,Yes,Unknown,Atmospheric,Sustainable consumption and production,Civic science,Very large,Yes,The successful implementation of the Energy Union will materialize in a change in energy production and energy consumption choices.,Policy evaluation,0,0,2,2,0,2,1,2,2,0,1,1,1,0,0,2,1
141,ESAIRE,http://www.esaire.eu/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Engaging Citizens in Science: Promoting the Viability of Participatory Sensing for Monitoring Air and Environmental Quality,Sub-national,Spain,Spain,ISGlobal,Non-governmental,2015,No,2017,Atmospheric,Air quality,Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,1,2,0,0,2,2,2,0,1,2,1,0,0,2,2
143,Estonian Nature Observations Database,http://loodus.keskkonnainfo.ee/lva_kaart/?newlang=en&tab=1,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Observations database where everybody can insert own nature observations.,National,Estonia,Estonia,Estonian Naturalists' Society,Non-governmental,2008,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2,0
144,EUropean Biodiversity Observation Network,http://www.eubon.eu,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,European Biodiversity Observation Network,Macro-regional,"Germany, Estonia, Finland, Denmark, United Kingdom, Spain, France, Bulgaria, Philippines, Belgium, Switzerland, Israel, Brazil, Sweden, Slovakia, Norway, Italy ","Germany, Estonia, Finland, Denmark, United Kingdom of Great Britain and Northern Ireland (the), Spain, France, Bulgaria, Philippines (the), Belgium, Switzerland, Israel, Brazil, Sweden, Slovakia, Norway, Italy ",EUBON's partners,Consortium,2012,No,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"Main outcomes: 
- Policy paper on strategies for data mobilization and use in conservation
- Strategies for EU-integrated national and regional biodiversity information infrastructures
- Sustainability plan for regional and global biodiversity information network",Policy implementation or monitoring,0,2,2,2,0,0,0,2,2,0,2,0,2,1,1,2,1
145,European Moth Nights,http://euromothnights.uw.hu/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The main goal of the European Moth Night (EMN) events is to establish contacts between moth collectors in Europe, to create a geographically wide-ranging snapshot of moths flying in the same period, as well as to draw attention to moths in general, to their significant presence in nature and their current protection requirements. EMN data is collected by hundreds of volunteers and submitted through national coordinators to the central processing group at the Lepidopterological Society of Hungary and the Entomological Society of Luzern, Switzerland.",Macro-regional,"Hungary, Switzerland","Hungary, Switzerland",The Hungarian Lepidopterological Society and the Entomological Society of Luzern,Non-governmental,2003,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Considerable,No,N/A,Policy evaluation,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
146,Evolution Megalab,http://www.evolutionmegalab.org/en_GB/,support.en_GB@evolutionmegalab.org,Evolution Megalab asks volunteers to survey banded sNAil populations in Europe to help map climate change effects,Macro-regional,"United Kingdom, Spain, France, Germany, Italy, Ukraine","United Kingdom of Great Britain and Northern Ireland (the), Spain, France, Germany, Italy, Ukraine",the Open University,Academic,2009,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Problem definition,0,0,2,2,0,0,0,0,2,0,0,0,1,0,1,2,2
147,EyeOnWater (Examine the color of the sea),http://www.eyeonwater.org/,seacolour@nioz.nl,One of the most apparent characteristics of water to the human eye is water colour. Water colour indicates the algae and organic content of the water that feeds organisms. Your observations are therefore valuable to scientists and water authorities.,National,Netherlands,Netherlands (the),Citclops ,Academic,2017,Yes,Unknown,Marine,Efficient use of resources,Monitoring,Large,No,N/A,Early-warning,0,0,2,2,0,1,0,0,2,0,0,0,1,1,0,2,0
148,Familia Singnátidos,http://www.observadoresdelmar.es/projecte-13.php,observadoresdelmar@icm.csic.es,Informative project of the Marine Ecology and Macrophyte Group and the Communication and Scientific Culture Unit of IMEDEA (CSIC-UIB) funded by the Spanish Foundation for Science and Technology (FECYT).,Macro-regional,Europe,Europe,CSIC,Academic,2016,Yes,Unknown,Marine,Animal welfare,Monitoring,Considerable,Yes,"These species are very vulnerable to changes and disturbances in marine plant ecosystems, for these reasons, collecting data on these species and their dynamics is a real challenge, and your contributions as observers are a great help to increase knowledge and advance sustainability and conservation of these wonderful species.",Problem definition,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,2,0
149,Faune Guyane,http://www.faune-guyane.fr,association@gepog.org,"
Faune-guyane.fr is a project jointly developed by the Bird Protection League (LPO) and the Group of Studies and Protection of Birds in Guyana (GEPOG) to gather, on a voluntary basis, naturalistic data. It is one of the local portals of Faune-france. It also includes an observatory on wildlife road mortality. ",Regional,France,France,Group for the study and protection of birds in Guyana (GEPOG),Consortium,2010,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0
151,Finland alien species portal,http://www.vieraslajit.fi/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The portal allows citizen scientists to identify and inform on exotic species. The site provides information and pictures of alien species, maps of the spread of invasive species and instructions to the fight against them.",National,Finland,Finland,Ministry of Agriculture and Forestry ,Governmental,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,Yes,This platform has contributed in the elaboration of national strategies for the protection of species,Compliance assurance,0,2,2,2,0,0,0,0,2,0,0,0,2,1,1,2,0
152,First Atlas of Breeding Birds in Britain and Ireland: 1968-1972.,https://data.nbn.org.uk/Datasets/GA000600,Unknown,"A dataset of the distribution of the breeding birds of Britain & Ireland from 1968 to 1972, generated using a list of the species observed within each 10km square over the survey period.",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Trust for Ornithology at Thetford,Non-governmental,1968,No,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,It was used to produce the first British Trust for Ornithology/Irish Wildbird Conservancy (now BirdWatch Ireland),Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
153,First Atlas of Wintering Birds in Britain and Ireland: 1981/82-1983/84.,https://data.nbn.org.uk/Datasets/GA000599,Unknown,Volunteer (mostly) observers counted the birds they saw during the winter in each 10-km square. The dataset comprises the maximum count seen in a day of each species in each 10-km square in Britain and Ireland,Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Trust for Ornithology at Thetford,Non-governmental,1981,No,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
154,FLAGGERMUSVINTER 2018,http://www.zoologi.no/,leder@zoologi.no,"The only association in Norway concerned about all groups of animals, insects and crustaceans to mammals and birds. Open to anyone interested in zoology (amateurs and professionals). To disseminate information about wildlife and seek the protection of the wild fauna and its habitats.",Sub-national,Norway,Norway,Norwegian Zoological Society,Academic,2018,No,2018,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,1,1,2,0
155,FLOODUP,http://www.floodup.ub.edu,floodup2@gmail.com,"The project aims to collect observations of floods or other related phenomena and their effects. Other observations are also collected as places that may be at risk of flooding, bad practices in relation to flood prevention, historical floods or protection infrastructures.",National,Spain,Spain,Grupo de Análisis de situaciones Meteorológicas Adversas - GAMA,Consortium,2014,Yes,Unknown,Cross-cutting,Water,Monitoring,Considerable,Yes,One of the key objectives is the preparation of proposals that can be integrated into the various flood mitigation and climate change adaptation strategies of the regions under consideration and the National Plan for Adaptation to Climate Change.,Policy implementation or monitoring,0,2,1,2,0,2,2,0,1,0,1,0,1,0,0,2,0
156,Flora Guardian invasive plant monitoring,http://www.plantlife.org.uk/,enquiries@plantlife.org.uk,A project to monitoring the invasive and non-native plants in the UK,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Plantlife,Non-governmental,2004,No,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Problem definition,0,2,2,2,0,0,0,0,2,0,2,0,2,0,2,2,0
157,Flora of County Cavan,http://bsbi.org/,enquiries@bsbi.org,Vascular plant data collected by Paddy Reilly when he was Botanical Society of the British Isles county recorder for Cavan. The data was digitised by the National Biodiversity Data Centre in 2012 from the original BSBI recording cards owned by Paddy Reilly and in the care of the National Botanic Gardens,Sub-national,Ireland,Ireland,Paddy Reilly (Botanical Society of the British Isles),Academic,1954,No,2015,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,2,2,0
158,Flora-On: occurrence data of the flora of mainland Portugal,http://www.flora-on.pt/,spbotanica@gmail.com,"Flora-On is a portal that aims to systematize photographic, geographic, morphological and ecological information of all native or naturalized vascular species1 listed for the flora of Portugal (Mainland, Azores2 and Madeira2). Observations are uploaded directly by collaborators, who are either experienced botanists/naturalists, or occasional collaborators. In this latter case, the observations are first validated by the Editorial Board before publication.",National,Portugal,Portugal,Sociedade Portuguesa de Botanica,Academic,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Large,Yes,It is being used as an information basis for the red list of vascular plants in Portugal.,Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
